No,순번,시도,시군구,은행명,지점명,연락처,주소,경도,위도,상태
1294,1294,경남,진주시,농협,서진주지점,055-743-5112,경상남도 진주시  진주성로 65 (봉곡동  23-4),128.0765413,35.19523919,정좌표
1295,1295,경남,창원시,농협,사파동지점,055-212-6450,경상남도 창원시 성산구 동산로 156 (사파동  141),128.6934149,35.22165855,정좌표
1296,1296,경남,김해시,농협,진영지점,055-343-2082,경상남도 김해시 진영읍 진영로 182 (진영읍 여래리 701-73),128.7328613,35.30281951,정좌표
1297,1297,경남,창원시,농협,마산지점,055-240-2000,경상남도 창원시 마산합포구 북성로 5 (마산합포구 창동 3-1),128.5733749,35.20772375,정좌표
1298,1298,경남,양산시,농협,웅상지점,055-386-6645,경상남도 양산시  서창로 168 (웅상읍 삼호리 705-11),129.1710242,35.41445605,정좌표
1299,1299,경남,통영시,농협,북신동지점,055-647-0682,경상남도 통영시  중앙로 297 (북신동  696),128.4279963,34.85680521,정좌표
1300,1300,경남,창원시,농협,남양동지점,055-284-1594,경상남도 창원시 성산구 대암로 40-18 (남양동  7),128.7009863,35.21342378,정좌표
1302,1302,경남,창원시,농협,마산해안로지점,055-246-8057,경상남도 창원시 마산합포구 오동동14길 67 (마산합포구 오동동 322),128.5815136,35.20747681,인근좌표
1303,1303,경남,창원시,농협,창원남지점,055-285-1759,경상남도 창원시 성산구 원이대로 578 (중앙동  75-4),128.6779425,35.22837518,정좌표
1304,1304,경남,창원시,농협,합성지점,055-298-6662,경상남도 창원시 마산회원구 합성남로 23 (마산회원구 합성동  265-21),128.5851982,35.23761754,정좌표
1305,1305,경남,창원시,농협,경남영업부,055-284-9527,경상남도 창원시 의창구 원이대로 627 (신월동  95),128.6847356,35.22738703,정좌표
1306,1306,경남,창원시,농협,진해지점,055-544-6502,경상남도 창원시 진해구 충장로 347 (진해구 경화동 978-1),128.6900725,35.1539099,정좌표
1307,1307,경남,통영시,농협,통영한려지점,055-642-2442,경상남도 통영시 광도면 죽림1로 73 (광도면 죽림리 1580-17),128.4209324,34.87693127,정좌표
1308,1308,경남,거제시,농협,장평지점,055-632-0098,경상남도 거제시  장평3로 75 (장평동  600-2),128.6071683,34.89430245,정좌표
1309,1309,경남,창원시,농협,팔용동지점,055-255-3775,경상남도 창원시 의창구 팔용로 448 (의창구 팔용동 124-1),128.6140967,35.25604617,정좌표
1310,1310,경남,김해시,농협,장유지점,055-313-3612,경상남도 김해시  월산로 1 (부곡동  1163),128.8114056,35.20166015,정좌표
1311,1311,경남,진주시,농협,도동지점,055-752-7896,경상남도 진주시  동진로 255 (상대동  314-3),128.1190183,35.18049178,정좌표
1312,1312,경남,김해시,농협,북부동지점,055-339-7049,경상남도 김해시  가야로38번길 2 (삼계동  1416-6),128.8644157,35.26968893,정좌표
1313,1313,경남,창원시,농협,창원상남지점,055-283-4881,경상남도 창원시 성산구 마디미로21번길 17 (상남동  10-5),128.6862294,35.22168753,정좌표
1314,1314,경남,창원시,농협,창원용지지점,055-282-0151,경상남도 창원시 의창구 용지로 244 (용호동  5-2),128.6871735,35.23520628,정좌표
1315,1315,경남,김해시,농협,김해센텀지점,055-312-6802,경상남도 김해시  김해대로 2531 (어방동  1116-8),128.9036162,35.22860117,정좌표
1316,1316,경남,양산시,농협,양산중앙지점,055-363-3946,경상남도 양산시 물금읍 증산역로 143 (물금읍 가촌리 1296-3),129.0059171,35.31010677,정좌표
1317,1317,경남,김해시,농협,김해산단지점,055-329-7771,경상남도 김해시 주촌면 골든루트로  80-16 (주촌면 농소리 638-3),128.8316548,35.21319071,정좌표
1318,1318,경남,창원시,농협,창원금융센터,055-285-9756,경상남도 창원시 성산구 완암로 50 (성산구 성산동 77-1),128.6637529,35.20562408,정좌표
1319,1319,경남,진주시,농협,진주혁신도시지점,055-756-6071,경상남도 진주시  충의로 22 (충무공동  279-1),128.1475093,35.17642043,정좌표
1321,1321,경남,산청군,농협,산청군청(출),055-973-7795,경상남도 산청군 산청읍 산엔청로 6 (산청읍 옥산리 438-9),127.8740957,35.41497701,정좌표
1322,1322,경남,의령군,농협,의령군청(출),055-573-6257,경상남도 의령군 의령읍 충익로 63 (의령읍 중동리 269-2),128.2622285,35.32239994,정좌표
1323,1323,경남,남해군,농협,남해군청(출),055-864-7285,경상남도 남해군 남해읍 망운로9번길 12 (남해읍 서변리 24-1),127.892664,34.83771361,정좌표
1324,1324,경남,고성군,농협,고성군청(출),055-672-8381,경상남도 고성군 고성읍 성내로 130 (고성읍 성내리 198),128.3219769,34.97329535,정좌표
1325,1325,경남,창원시,농협,한산대(출),055-547-5100,경상남도 창원시 진해구 여명로 25번길 31 (진해구 현동 31),128.6559501,35.15828766,정좌표
1326,1326,경남,진주시,농협,진주지원(출),055-752-4660,경상남도 진주시  진양호로 303 (신안동  884-1),128.0647089,35.18127232,정좌표
1327,1327,경남,함양군,농협,함양군청(출),055-964-0992,경상남도 함양군 함양읍 고운로 35 (함양읍 운림리 31-2),127.7245571,35.5202403,정좌표
1328,1328,경남,진주시,농협,공군교육사령부(출),055-761-2720,경상남도 진주시 금산면 송백로 46 (금산면 송백리 산11 -1 ),128.1506674,35.18511959,인근좌표
1329,1329,경남,김해시,농협,김해시청(출),055-337-6501,경상남도 김해시  김해대로 2401 (부원동  623),128.8897342,35.22886623,정좌표
1330,1330,경남,창원시,농협,진해구청(출),055-545-2797,경상남도 창원시 진해구 진해대로 1101 (진해구 풍호동 1),128.7101679,35.13309901,정좌표
1331,1331,경남,사천시,농협,삼천포청사(출),055-832-1147,경상남도 사천시  문선4길 21 (벌리동  427-15),128.0819406,34.93549247,정좌표
1332,1332,경남,밀양시,농협,밀양시청(출),055-354-1582,경상남도 밀양시  밀양대로 2047 (교동  1000-1),128.7452862,35.50377452,정좌표
1333,1333,경남,양산시,농협,양산시청(출),055-383-3510,경상남도 양산시  중앙로 39 (남부동  505),129.036702,35.33523551,정좌표
1334,1334,경남,진주시,농협,진주시청(출),055-759-9036,경상남도 진주시  동진로 155 (상대동  284),128.1077719,35.18029293,정좌표
1335,1335,경남,하동군,농협,하동군청(출),055-884-5380,경상남도 하동군 하동읍 군청로 23 (하동읍 읍내리 180-3),127.7513141,35.06730881,정좌표
1336,1336,경남,함안군,농협,함안군청(출),055-580-7631,경상남도 함안군 가야읍 말산로 1 (가야읍 말산리 213),128.4063546,35.27300077,정좌표
1337,1337,경남,창녕군,농협,창녕군청(출),055-532-9794,경상남도 창녕군 창녕읍 군청길 1 (창녕읍 교리 1),128.492031,35.5441105,정좌표
1338,1338,경남,사천시,농협,사천시청(출),055-835-7205,경상남도 사천시 용현면 시청로 77 (용현면 덕곡리 501),128.064206,35.00362094,정좌표
1339,1339,경남,통영시,농협,통영시청(출),055-645-9949,경상남도 통영시  통영해안로 515 (무전동  357),128.4337886,34.85425858,정좌표
1340,1340,경남,거창군,농협,거창군청(출),055-944-3638,경상남도 거창군 거창읍 중앙로 103 (거창읍 상림리 64-1),127.909095,35.68676075,정좌표
1341,1341,경남,합천군,농협,합천군청(출),055-931-6195,경상남도 합천군 합천읍 동서로 119 (합천읍 합천리 337),128.1665013,35.56620004,정좌표
1342,1342,경남,거제시,농협,거제시청(출),055-633-3096,경상남도 거제시  계룡로 125 (신현읍 고현리 717),128.6217935,34.88091551,정좌표
1343,1343,경남,창원시,농협,창원시청(출),055-261-8428,경상남도 창원시 의창구 중앙대로 151 (용호동  1),128.6818684,35.22791764,정좌표
1344,1344,경남,창원시,농협,의창구청(출),055-237-5212,경상남도 창원시 의창구 태복산로15번길 8 (도계동  895),128.6403243,35.25357476,정좌표
1345,1345,경남,창원시,농협,성산구청(출),055-266-1708,경상남도 창원시 성산구 창원대로 1086 (성산구 성주동 5),128.7025888,35.19861078,정좌표
1346,1346,경남,창원시,농협,마산회원구청(출),055-251-6910,경상남도 창원시 마산회원구 삼호로 63 (마산회원구 양덕동 477),128.5794444,35.22347468,정좌표
1347,1347,경남,창원시,농협,창원시설공단(출),055-285-2790,경상남도 창원시 의창구 원이대로 450 (의창구 두대동 145),128.6599744,35.23645165,인근좌표
1348,1348,경남,함안군,농협,칠서공단지점,055-585-4712,경상남도 함안군 칠서면 공단안길 12 (철서면 대치리 295),128.4858633,35.36178003,정좌표
1349,1349,경남,진주시,농협,한국남동발전(출),055-744-6071,경상남도 진주시  사들로123번길 32 (충무공동  225-5),128.1457915,35.18034298,정좌표
1350,1350,경남,창원시,농협,경남도청(출),055-283-2901,경상남도 창원시 의창구 중앙대로 300 (의창구 사림동 1),128.6923875,35.2381767,정좌표
1351,1351,경남,창원시,농협,경남도교육청(출),055-263-8347,경상남도 창원시 의창구 중앙대로 241 (용호동  6-1),128.6882217,35.23483984,정좌표
1352,1352,경남,창원시,농협,창원문성대학(출),055-276-1307,경상남도 창원시 의창구 충혼로 91 (의창구 두대동 210-4),128.6607413,35.23252105,정좌표
1353,1353,경남,창원시,농협,경남테크노파크(출),055-293-3141,경상남도 창원시 의창구 창원대로18번길 22 (의창구 팔용동 210-1),128.6044425,35.25196905,정좌표
1354,1354,경남,진주시,농협,경상대학교병원(출),055-757-8302,경상남도 진주시  강남로 79 (칠암동  90),128.0964108,35.17695567,정좌표
1355,1355,경남,진주시,농협,경남도청서부청사(출),055-753-1620,경상남도 진주시  월아산로 2026 (초전동  348-2),128.1209108,35.21288349,정좌표
1356,1356,경남,창원시,농협,창원경상대학교병원(출),055-285-9347,경상남도 창원시 성산구 삼정자로 11 (성주동 146-1),128.705987,35.19906044,정좌표
1357,1357,경남,양산시,농협,양산부산대병원(출),055-366-7202,경상남도 양산시 물금읍 금오로 20 (물금읍 범어리 2762-1),129.0056172,35.32789559,정좌표
1358,1358,경남,창원시,농협,경남영업본부,055-284-0021,경상남도 창원시 의창구 원이대로 627 (의창구 신월동 95),128.6847356,35.22738703,정좌표
1359,1359,경북,군위군,농협,군위군지부,054-383-2882,경상북도 군위군 군위읍 중앙길 109 (군위읍 서부리 24-1),128.5672293,36.23814404,정좌표
1360,1360,경북,의성군,농협,의성군지부,054-834-2142,경상북도 의성군 의성읍 동서1길 35 (의성읍 후죽리 613-1),128.6980116,36.34984574,정좌표
1361,1361,경북,안동시,농협,안동시지부,054-854-3312,경상북도 안동시  문화광장길 66 (삼산동  91-2),128.7318021,36.56584105,정좌표
1362,1362,경북,청송군,농협,청송군지부,054-872-7612,경상북도 청송군 청송읍 중앙로 235 (청송읍 월막리 335-5),129.0550597,36.43454044,정좌표
1363,1363,경북,영양군,농협,영양군지부,054-683-2182,경상북도 영양군 영양읍 군청길 43 (영양읍 서부리 339-1),129.113494,36.66639423,정좌표
1364,1364,경북,영덕군,농협,영덕군지부,054-734-2162,경상북도 영덕군 영덕읍 중앙길 97 (영덕읍 남석리 8-4),129.3695259,36.41066398,정좌표
1365,1365,경북,포항시,농협,포항시지부,054-247-2942,경상북도 포항시 북구 죽도로 31 (북구 죽도1동 41-8),129.3644962,36.03401851,정좌표
1366,1366,경북,경주시,농협,경주시지부,054-742-0022,경상북도 경주시  중앙로 46 (노동동  172-9),129.2120221,35.84385361,정좌표
1367,1367,경북,영천시,농협,영천시지부,054-338-4122,경상북도 영천시  완산로 48 (완산동  974-18),128.939291,35.96435649,정좌표
1368,1368,경북,경산시,농협,경산시지부,053-811-0872,경상북도 경산시  원효로 15 (중방동  869-5),128.7392538,35.82429526,정좌표
1369,1369,경북,청도군,농협,청도군지부,054-373-3012,경상북도 청도군 청도읍 고수구길 57 (청도읍 고수리 507),128.7400522,35.64485273,정좌표
1370,1370,경북,고령군,농협,고령군지부,054-950-5600,경상북도 고령군 대가야읍 왕릉로 110 (대가야읍 쾌빈리 511-1),128.2676551,35.72932042,정좌표
1371,1371,경북,성주군,농협,성주군지부,054-933-2192,경상북도 성주군 성주읍 성주로 3221 (성주읍 경산리 26-1),128.2863845,35.91852401,정좌표
1372,1372,경북,칠곡군,농협,칠곡군지부,054-971-2123,경상북도 칠곡군 왜관읍 중앙로 206 (왜관읍 왜관리 212-87),128.3993469,35.99330929,정좌표
1373,1373,경북,김천시,농협,김천시지부,054-432-6702,경상북도 김천시  김천로 154 (남산동  50-2),128.1177766,36.12101199,정좌표
1374,1374,경북,구미시,농협,구미시지부,054-481-7312,경상북도 구미시 선산읍 선산중앙로 91 (선산읍 동부리 542),128.3012325,36.243095,정좌표
1375,1375,경북,상주시,농협,상주시지부,054-537-2200,경상북도 상주시  상산로 260 (남성동  85-1),128.1597285,36.4140895,정좌표
1376,1376,경북,문경시,농협,문경시지부,054-552-3122,경상북도 문경시  중앙로 141 (점촌동  261-1),128.200679,36.59758723,정좌표
1377,1377,경북,예천군,농협,예천군지부,054-654-3101,경상북도 예천군 예천읍 효자로 75 (예천읍 서본리 50-3),128.4521448,36.65642745,정좌표
1378,1378,경북,영주시,농협,영주시지부,054-635-3022,경상북도 영주시  중앙로 100 (하망동  343-12),128.6256453,36.82395969,정좌표
1379,1379,경북,봉화군,농협,봉화군지부,054-672-1712,경상북도 봉화군 봉화읍 내성로 95 (봉화읍 내성리 246-2),128.7402742,36.89090335,정좌표
1380,1380,경북,울진군,농협,울진군지부,054-782-1652,경상북도 울진군 울진읍 울진중앙로 130 (울진읍 읍내리 465),129.4014047,36.99313139,정좌표
1381,1381,경북,울릉군,농협,울릉군지부,054-791-2082,경상북도 울릉군 울릉읍 도동1길 9 (울릉읍 도동 107),130.9078566,37.48239863,정좌표
1382,1382,경북,경주시,농협,동천지점,054-774-7333,경상북도 경주시  소금강로 39 (용강동  1338-2),129.2245383,35.85998701,정좌표
1383,1383,경북,포항시,농협,해도지점,054-282-3274,경상북도 포항시 남구 중앙로 59 (남구 해도2동 81-20),129.3694725,36.01829081,정좌표
1384,1384,경북,영주시,농협,풍기지점,054-636-2708,경상북도 영주시 풍기읍 풍기로 65 (풍기읍 성내리 26-1),128.5256967,36.87071387,정좌표
1385,1385,경북,영주시,농협,신영주지점,054-634-0632,경상북도 영주시  선비로79번길 1 (휴천2동  307-23),128.6231576,36.81207202,정좌표
1386,1386,경북,포항시,농협,대이동지점,054-278-7127,경상북도 포항시 남구 포스코대로 131 (남구 이동 661-3),129.340297,36.02611945,정좌표
1387,1387,경북,포항시,농협,상대동지점,054-273-2557,경상북도 포항시 남구 포스코대로 394 (남구 대도동 124-1 ),129.365373,36.01478162,정좌표
1388,1388,경북,구미시,농협,구미남통지점,054-443-3242,경상북도 구미시  원남로 19 (남통동  11-3),128.3237417,36.1301372,정좌표
1389,1389,경북,경주시,농협,안강지점,054-761-8501,경상북도 경주시 안강읍 안강중앙로 220 (안강읍 양월리 1133-8),129.2239965,35.99204886,정좌표
1390,1390,경북,안동시,농협,광석동지점,054-858-7532,경상북도 안동시  서동문로 112 (광석동  210-9),128.7242548,36.56663996,정좌표
1391,1391,경북,포항시,농협,포항대신지점,054-247-5741,경상북도 포항시 북구 대신로 11 (북구  덕수동  34-39),129.3678706,36.04513815,정좌표
1392,1392,경북,영천시,농협,영천중앙지점,054-338-2629,경상북도 영천시  백신애길 37 (창구동  78-3),128.9306398,35.96734254,정좌표
1393,1393,경북,경산시,농협,하양지점,053-853-5312,경상북도 경산시 하양읍 하양로 95 (하양읍 금락리 113-25),128.817946,35.91314998,정좌표
1394,1394,경북,경산시,농협,중방동지점,053-811-0295,경상북도 경산시  중앙로 38 (중방동  339-2),128.7318137,35.82118818,정좌표
1395,1395,경북,김천시,농협,동김천지점,054-432-6712,경상북도 김천시  자산로 43 (모암동  142-4),128.1269246,36.11942847,정좌표
1396,1396,경북,김천시,농협,서김천(출),054-432-6714,경상북도 김천시  평화3길 38 (평화동  245-154),128.1094089,36.12547925,정좌표
1397,1397,경북,구미시,농협,구미지점,054-452-9172,경상북도 구미시  문화로 7 (원평2동  129-4),128.3324743,36.12977246,정좌표
1398,1398,경북,상주시,농협,함창지점,054-541-3091,경상북도 상주시 함창읍 함창중앙로 143 (함창읍 구향2리 44-4),128.180438,36.56963327,정좌표
1399,1399,경북,상주시,농협,상주북지점,054-534-5602,경상북도 상주시  상산로 329 (무양동  252-2),128.1588054,36.42017864,정좌표
1400,1400,경북,구미시,농협,동구미지점,054-461-6742,경상북도 구미시  구미대로 383 (신평동  150-13),128.3623805,36.12105481,정좌표
1401,1401,경북,구미시,농협,구미중앙지점,054-451-7101,경상북도 구미시  백산로 136 (송정동  66),128.3478401,36.11908739,정좌표
1402,1402,경북,포항시,농협,포항공단지점,054-256-8700,경상북도 포항시 남구 포스코대로 437 (남구 해도동 171-18),129.3700405,36.01339163,정좌표
1403,1403,경북,경산시,농협,경산공단지점,053-852-3120,경상북도 경산시 진량읍 공단6로24길 23-9 (진량읍 신상리 1201),128.8271902,35.87067486,정좌표
1404,1404,경북,구미시,농협,구미강동지점,054-476-6011,경상북도 구미시  인동가산로 1 (황상동  304-4),128.4180601,36.10842405,정좌표
1405,1405,경북,포항시,농협,포항양덕지점,054-243-9301,경상북도 포항시 북구 천마로 62 (북구 양덕동 1395),129.3971916,36.08214906,정좌표
1406,1406,경북,구미시,농협,구미공단지점,054-462-9301,경상북도 구미시  구미대로 218 (광평동  512),128.3636276,36.10619286,정좌표
1407,1407,경북,경산시,농협,경산백자로지점,053-811-8772,경상북도 경산시  백자로 75 (사동  27),128.75506,35.81257784,정좌표
1408,1408,경북,경주시,농협,한국수력원자력지점,054-777-7920,경상북도 경주시 양북면 불국로 1655(장항리 283),129.3891798,35.79510185,정좌표
1409,1409,경북,울진군,농협,울진원자력(출),054-783-6045,경상북도 울진군  북면  울진북로 2040 (북면 부구리 1),129.373188,37.09904727,정좌표
1410,1410,경북,청도군,농협,청도군청(출),054-371-1003,경상북도 청도군 화양읍 청화로 70 (화양읍 범곡리 133),128.7339098,35.64682834,정좌표
1411,1411,경북,문경시,농협,문경시청(출),054-555-4726,경상북도 문경시  당교로 225 (모전동  220),128.18687,36.58683843,정좌표
1412,1412,경북,고령군,농협,고령군청(출),054-955-4008,경상북도 고령군 대가야읍 왕릉로 55 (대가야읍 지산리 190),128.2632962,35.72545536,정좌표
1413,1413,경북,성주군,농협,성주군청(출),054-933-8426,경상북도 성주군 성주읍 성주로 3200 (성주읍 경산리 283-1),128.2831427,35.91910193,정좌표
1414,1414,경북,포항시,농협,충무대(출),054-292-6122,경상북도 포항시 남구  동해안로 6001 (남구 청림동 564-1),129.4080045,35.99628709,정좌표
1415,1415,경북,구미시,농협,구미시청(출),054-456-7137,경상북도 구미시  송정대로 55 (송정동  50),128.3446711,36.11978928,정좌표
1416,1416,경북,안동시,농협,안동시청(출),054-853-3473,경상북도 안동시  퇴계로 115 (명륜동  344),128.7296039,36.56842944,정좌표
1417,1417,경북,청송군,농협,청송군청(출),054-872-1651,경상북도 청송군 청송읍 군청로 51 (청송읍 월막리 330),129.0564335,36.4361598,정좌표
1418,1418,경북,경주시,농협,경주시청(출),054-750-3980,경상북도 경주시  양정로 260 (동천동  800),129.2253546,35.85639422,정좌표
1419,1419,경북,봉화군,농협,봉화군청(출),054-673-8711,경상북도 봉화군 봉화읍 봉화로 1111 (봉화읍 내성리 537),128.7315825,36.89255211,정좌표
1420,1420,경북,예천군,농협,예천군청(출),054-655-3107,경상북도 예천군 예천읍 군청앞길 2 (예천읍 서본리 1-6),128.4527936,36.65686848,정좌표
1421,1421,경북,영덕군,농협,영덕군청(출),054-733-7795,경상북도 영덕군 영덕읍 화개길 9-3 (영덕읍 남석리 310-3),129.3663996,36.41522552,정좌표
1422,1422,경북,군위군,농협,군위군청(출),054-383-4339,경상북도 군위군 군위읍 군청로 200 (군위읍 동부리 229),128.5725266,36.24325114,정좌표
1423,1423,경북,상주시,농협,상주시청(출),054-534-7356,경상북도 상주시  상산로 223 (남성동  140-3),128.158738,36.41138258,정좌표
1424,1424,경북,의성군,농협,의성군청(출),054-832-4427,경상북도 의성군 의성읍 군청길 31 (의성읍 후죽리 509-2),128.6966596,36.352619,정좌표
1425,1425,경북,경산시,농협,경산시청(출),053-812-4452,경상북도 경산시  남매로 159 (중방동  701-17),128.7414762,35.82510861,정좌표
1426,1426,경북,칠곡군,농협,칠곡군청(출),054-973-9777,경상북도 칠곡군 왜관읍 군청1길 80 (왜관읍 왜관리 177-1),128.4016354,35.99578826,정좌표
1427,1427,경북,포항시,농협,포항시청(출),054-273-2391,경상북도 포항시 남구 시청로 1 (남구 대잠동 1001),129.3435095,36.01950532,정좌표
1428,1428,경북,포항시,농협,포항북구청(출),054-241-4482,경상북도 포항시 북구 중앙로 325 (북구 덕산동 121-2),129.3653227,36.04194058,정좌표
1429,1429,경북,영주시,농협,영주시청(출),054-635-2022,경상북도 영주시  시청로 1 (휴천2동  470),128.6248028,36.80594482,정좌표
1430,1430,경북,울릉군,농협,울릉군청(출),054-791-8905,경상북도 울릉군 울릉읍 도동2길 66 (울릉읍 도동리 206-1),130.9057367,37.48448139,정좌표
1431,1431,경북,영천시,농협,영천시청(출),054-331-8665,경상북도 영천시  시청로 16 (문외동  27),128.938479,35.97331264,정좌표
1432,1432,경북,김천시,농협,김천시청(출),054-433-8331,경상북도 김천시  시청1길 1 (신음동  1284),128.1133091,36.1397175,정좌표
1433,1433,경북,울진군,농협,울진군청(출),054-782-0792,경상북도 울진군 울진읍 울진중앙로 121 (울진읍 읍내리 464),129.4001743,36.99273542,정좌표
1434,1434,경북,영양군,농협,영양군청(출),054-683-5027,경상북도 영양군 영양읍 군청길 37 (영양읍 서부리 379-1),129.1123665,36.66718244,정좌표
1435,1435,경북,영덕군,농협,영덕법원(출),054-734-8010,경상북도 영덕군 영덕읍 경동로 8337 (영덕읍 화개리 225-1),129.3663028,36.41997393,정좌표
1436,1436,경북,안동시,농협,경북도청(출),054-843-2964,경상북도 안동시 풍천면 도청대로 455 (풍천면 갈전리 150),128.5055932,36.57507303,정좌표
1437,1437,경북,구미시,농협,중소기업지원센터(출),054-475-4261,경상북도 구미시  이계북로 7 (임수동  92-30),128.4029354,36.10616117,정좌표
1438,1438,경북,구미시,농협,금오공대(출),054-476-0284,경상북도 구미시  대학로 61 (양호동  1),128.3962769,36.14249038,정좌표
1439,1439,광주,남구,농협,노대동지점,062-674-8901,광주광역시 남구  효우로 87 (노대동  852),126.9045698,35.10548673,정좌표
1440,1440,광주,남구,농협,월산동지점,062-361-4891,광주광역시 남구  대남대로 365 (월산동  986-2),126.8913802,35.14382607,정좌표
1441,1441,광주,남구,농협,봉선동지점,062-653-2186,광주광역시 남구  봉선로 173 (봉선동  115-1),126.9140869,35.1233464,정좌표
1442,1442,광주,남구,농협,주월동지점,062-675-5204,광주광역시 남구  회재로 1251 (주월동  961-28),126.8975231,35.13458163,정좌표
1443,1443,광주,동구,농협,지산동지점,062-222-1041,광주광역시 동구  지산로 73-1 (지산동  715-32),126.9329118,35.15035979,정좌표
1444,1444,광주,동구,농협,금남로지점,062-222-8192,광주광역시 동구  금남로 217 (금남로3가  2-3),126.916323,35.14998462,정좌표
1445,1445,광주,동구,농협,남광주지점,062-228-2712,광주광역시 동구  백서로137번길 1 (금동  177),126.9198086,35.14254984,정좌표
1446,1446,광주,동구,농협,대인동지점,062-223-3217,광주광역시 동구  구성로 218 (대인동  311-5),126.9158999,35.15446289,정좌표
1447,1447,광주,동구,농협,동광주지점,062-227-4152,광주광역시 동구  제봉로82번길 16 (서석동  31-9),126.9235981,35.1464238,정좌표
1448,1448,광주,북구,농협,일곡동지점,062-572-8801,광주광역시 북구  설죽로 510 (일곡동  830-4),126.8983071,35.20466581,정좌표
1449,1449,광주,북구,농협,임동지점,062-527-5401,광주광역시 북구  서림로 99 (임동  37-14),126.8975451,35.16287725,정좌표
1450,1450,광주,광산구,농협,광주유통센터지점,062-962-1981,광주광역시 광산구   임방울대로 261 (신가동  1052),126.8186592,35.18502756,정좌표
1451,1451,광주,광산구,농협,첨단지점,062-971-8251,광주광역시 광산구  첨단중앙로 136 (월계동  867-1),126.8426542,35.21723009,정좌표
1452,1452,광주,북구,농협,풍향동지점,062-523-8551,광주광역시 북구  동문대로 26 (풍향동  565-3),126.91994,35.16715124,정좌표
1453,1453,광주,광산구,농협,광산지점,062-941-8072,광주광역시 광산구  광산로29번길 8 (송정동  830-4),126.7949325,35.13965029,정좌표
1454,1454,광주,북구,농협,동림동지점,062-514-3007,광주광역시 서구  하남대로 662 (동림동  1259),126.8650034,35.17164906,정좌표
1455,1455,광주,북구,농협,광주지점,062-527-6502,광주광역시 북구  금남로 127 (북동  187),126.9087586,35.15494105,정좌표
1456,1456,광주,북구,농협,운암동지점,062-520-7500,광주광역시 북구  북문대로 27 (운암동  96-2),126.8819553,35.17438215,정좌표
1457,1457,광주,북구,농협,광주비엔날레지점,062-524-9712,광주광역시 북구  비엔날레로 108 (용봉동  1038-1),126.8905357,35.18135177,정좌표
1458,1458,광주,북구,농협,첨단산단지점,062-576-9701,광주광역시 북구  첨단연신로 108-22 (신용동  858),126.8640404,35.20734788,인근좌표
1459,1459,광주,광산구,농협,광주영업부,062-956-2513,광주광역시 광산구  무진대로 285 (우산동  1588-2),126.81157,35.16186013,정좌표
1460,1460,광주,북구,농협,정부광주지방합동청사(출),062-973-6125,광주광역시 북구  첨단과기로208번길 43 (오룡동  1110-13),126.8504919,35.22419955,정좌표
1461,1461,광주,서구,농협,쌍촌동지점,062-381-0251,광주광역시 서구  상무대로 924 (쌍촌동  986-12),126.8631577,35.15088789,정좌표
1462,1462,광주,서구,농협,화정동지점,062-374-4112,광주광역시 서구  화정로 134 (화정동  799-1),126.8719544,35.145084,정좌표
1463,1463,광주,서구,농협,양동지점,062-350-0771,광주광역시 서구  천변좌로 268 (양동  60-37),126.9046143,35.15234305,정좌표
1464,1464,광주,서구,농협,광천동지점,062-368-0301,광주광역시 서구  내방로 392 (농성동  393-8),126.8835514,35.15734018,정좌표
1465,1465,광주,서구,농협,상무지점,062-384-2182,광주광역시 서구  상무자유로 139 (치평동  1237-8),126.8494849,35.15196375,정좌표
1466,1466,광주,서구,농협,풍암동지점,062-682-8153,광주광역시 서구  풍암1로21번길 7 (풍암동  1114),126.8788177,35.12565381,정좌표
1467,1467,광주,서구,농협,광주시교육청(출),062-375-8170,광주광역시 서구  화운로 93 (화정동  657-37),126.8796743,35.14747722,정좌표
1468,1468,광주,광산구,농협,광주하남산단지점,062-527-6018,광주광역시 광산구  하남산단8번로 177 (도천동  621-15),126.8152715,35.20966407,정좌표
1469,1469,광주,광산구,농협,광산구청(출),062-942-7346,광주광역시 광산구  광산로29번길 15 (송정동  833-8),126.7936441,35.13964729,정좌표
1470,1470,광주,광산구,농협,광주영업본부,062-603-6500,광주광역시 광산구  무진대로 285 (우산동  1588-2),126.81157,35.16186013,정좌표
1471,1471,대구,남구,농협,성당지점,053-651-0172,대구광역시 남구  성당로 152-1 (대명4동  3042-23),128.5692093,35.84812736,정좌표
1472,1472,대구,남구,농협,봉덕지점,053-476-0212,대구광역시 남구  봉덕로 125 (봉덕1동  957-8),128.6041281,35.84471125,정좌표
1473,1473,대구,남구,농협,대명동지점,053-626-2112,대구광역시 남구  대명로 117 (대명동  1635),128.5697442,35.84044232,정좌표
1474,1474,대구,달서구,농협,달성군지부,053-621-5152,대구광역시 달서구  월배로 458 (송현1동  194-2),128.5553316,35.83393421,정좌표
1475,1475,대구,동구,농협,효목시장지점,053-953-0134,대구광역시 동구  아양로50길 120 (효목1동  141-5),128.6424894,35.88223718,정좌표
1476,1476,대구,수성구,농협,범물지점,053-783-6613,대구광역시 수성구  지범로 182 (지산2동  1275-10),128.6390965,35.82107492,정좌표
1477,1477,대구,동구,농협,효목지점,053-752-9918,대구광역시 동구  효목로 40 (효목2동  561-1),128.6400468,35.87684204,정좌표
1478,1478,대구,동구,농협,동촌지점,053-982-3012,대구광역시 동구  해동로 231 (검사동  973-4),128.6539141,35.88483713,정좌표
