No,순번,시도,시군구,은행명,지점명,연락처,주소,경도,위도,상태
821,821,경북,경주시,IBK기업은행,외동공단,"054-746-4960~4,6,7",경북 경주시 외동읍 내외로 10 (연안리),129.3206711896,35.7270479528471,정좌표
822,822,전남,영암군,IBK기업은행,대불공단,061-463-1137,전남 영암군 삼호읍 나불로 206 (나불리),126.438112629307,34.7661477962295,정좌표
823,823,경기,광주시,IBK기업은행,태전동,031-798-8224~7,경기 광주시 태봉로 35 (태전동),127.23040923937,37.390064561674,정좌표
824,824,경기,성남시,IBK기업은행,성남IT,031-741-6843~5,"경기 성남시 중원구 갈마치로 215, 지하1층 (상대원동)",127.173457667294,37.433420349156,정좌표
826,826,서울,용산구,IBK기업은행,동부이촌동WM센터,02-792-6722~4,서울 용산구 이촌로 182 (이촌동),126.967373398649,37.5212288306155,정좌표
827,827,경남,양산시,IBK기업은행,양산중부,055-384-1320~4,경남 양산시 양산역1길 2 (중부동),129.027417448424,35.3351773884879,정좌표
828,828,경북,칠곡군,IBK기업은행,왜관공단,"054-977-3500,3160~1",경북 칠곡군 왜관읍 공단로4길 18-12 (금산리),128.418349717885,35.9670053449185,정좌표
829,829,충북,진천군,IBK기업은행,진천,043-537-9113~5,충북 진천군 진천읍 중앙북1길 3(진천터미널),127.438574469063,36.8604393784246,정좌표
830,830,경기,파주시,IBK기업은행,파주헤이리,031-8071-3473~6,경기 파주시 탄현면 평화로 885-24 (성동리),126.689501806586,37.7842055154961,정좌표
831,831,강원,원주시,IBK기업은행,국민건강보험공단(출),033-760-6920,강원 원주시 건강로 32(반곡동),127.986885403279,37.3258042281388,정좌표
832,832,경기,고양시,IBK기업은행,일산MBC드림센터(출),031- 907-3903,경기 고양시 일산동구 호수로 596 (장항동),126.770482539278,37.6555346685801,정좌표
833,833,경기,안산시,IBK기업은행,반월하이테크,031-494-3905,경기 안산시 단원구 산단로 278 (원시동),126.788675193655,37.3202690989326,정좌표
834,834,경기,남양주시,IBK기업은행,남양주,"031-553-2082~3,2093",경기 남양주시 가운로 2 (도농동),127.158140864942,37.605960342908,정좌표
835,835,경남,김해시,IBK기업은행,김해상동,055-312-8173~5,경남 김해시 상동면 상동로 879 (매리),128.962429861828,35.3181543487085,정좌표
836,836,인천,부평구,IBK기업은행,인천삼산,032-363-2163~6,인천 부평구 길주로 623 (삼산동),126.731761829384,37.5070781048195,정좌표
837,837,경기,수원시,IBK기업은행,수원고색,031-278-1091,경기 수원시 권선구 오목천로152번길 40 (고색동),126.977353185595,37.2429232173522,정좌표
838,838,인천,부평구,IBK기업은행,부평역,032-362-2054~6,인천 부평구 부평대로 5 (부평동),126.722827762478,37.491935650052,정좌표
839,839,경기,안산시,IBK기업은행,안산외환송금센터(출),031-508-3032,경기 안산시 단원구 부부로 43 (원곡동),126.790340487811,37.3324341365064,정좌표
840,840,서울,구로구,IBK기업은행,구로유통단지,02-2672-7913~5,서울 구로구 경인로53길 8 (구로동),126.877253162779,37.5017672684108,정좌표
841,841,서울,강남구,IBK기업은행,역삼역,02-3454-1685~6,서울 강남구 논현로 418 (역삼동),127.038787579315,37.497636561498,정좌표
842,842,경기,수원시,IBK기업은행,영통대로,031-204-3756~8,"경기 수원시 영통구 봉영로 1620, 2층 (영통동)",127.075646367929,37.2550209116754,정좌표
843,843,경기,수원시,IBK기업은행,영통신동,031-695-5873~4,경기 수원시 영통구 신원로 88 (신동),127.051461350896,37.2473104493434,정좌표
844,844,대구,달성군,IBK기업은행,다사,053-593-6780~4,대구 달성군 다사읍 달구벌대로 881 (매곡리),128.465761882346,35.8578027620301,정좌표
845,845,대구,달성군,IBK기업은행,대구국가산업단지,053-611-0712~4,대구 달성군 구지면 달성2차로 125 (내리),128.42013569303,35.64006721705,정좌표
846,846,경기,시흥시,IBK기업은행,시화옥구,031-8041-3102~5,경기 시흥시 서해안로 242 (정왕동),126.709198625123,37.3502478417985,정좌표
847,847,충남,아산시,IBK기업은행,아산둔포,041-543-8325,충남 아산시 둔포면 둔포중앙로 131 (둔포리),127.038418687342,36.9290585411898,정좌표
848,848,경기,고양시,IBK기업은행,일산성석,031-977-9502~4,경기 고양시 일산동구 성현로 163 (성석동),126.804141840869,37.7092236379388,정좌표
849,849,충남,아산시,IBK기업은행,호서대학교(출),041-549-6911~4,충남 아산시 배방읍 호서로79번길 20 (세출리),127.070563322995,36.7355136710576,정좌표
850,850,인천,남동구,IBK기업은행,남동인더스파크,032-822-2503~6,인천 남동구 은청로 30 (고잔동),126.696526455427,37.4056784011719,정좌표
851,851,경기,시흥시,IBK기업은행,시흥능곡,031-435-1740~2,경기 시흥시 승지로 159번길 8 (능곡동),126.812740209833,37.3723855614523,인근좌표
852,852,경기,의정부시,IBK기업은행,경민대학(가변),031-871-7901,경기 의정부시 서부로 545 (가능동),127.02487724848,37.7472796418359,정좌표
853,853,서울,서초구,IBK기업은행,반포자이WM센터,02-3482-9831~4,"서울 서초구 잠원로 24, 2층 (반포동)",127.009873156154,37.5071150882348,정좌표
854,854,경기,안산시,IBK기업은행,반월공단,031-491-6103~9,경기 안산시 단원구 산단로 296 (원시동),126.788399596549,37.3218178075687,정좌표
855,855,경기,김포시,IBK기업은행,김포산단,031-996-9805~7,경기 김포시 양촌읍 황금로 117,126.621275254793,37.6164965601671,정좌표
856,856,서울,강남구,IBK기업은행,강남구청,02-515-4488,"서울 강남구 학동로 429(청담동, 설비건설회관)",127.047657652548,37.5186229276724,정좌표
857,857,부산,강서구,IBK기업은행,명지국제신도시,051-271-7602~4,"부산 강서구 명지국제8로 230, 2층 (명지동)",128.917885851941,35.0979166183581,정좌표
858,858,경기,김포시,IBK기업은행,김포장기,031-985-8151~5,"경기 김포시 김포한강4로 113, 2층 (장기동)",126.668382499753,37.6439383814493,정좌표
859,859,울산,울주군,IBK기업은행,언양,052-263-9013~5,울산 울주군 언양읍 동문길 21 (동부리),129.125492229863,35.5684235679447,정좌표
860,860,광주,북구,IBK기업은행,광주첨단,062-973-4736~8,광주 북구 첨단과기로 313 (대촌동),126.859208161368,35.2289675320935,정좌표
861,861,경기,용인시,IBK기업은행,흥덕,031-217-7965~6,경기 용인시 기흥구 흥덕1로 13 (영덕동),127.067661742191,37.2708126970733,정좌표
862,862,서울,금천구,IBK기업은행,가산IT밸리 ,02-6343-6500,서울 금천구 가산디지털2로 53 (가산동),126.881145878592,37.4729568101904,정좌표
863,863,충남,천안시,IBK기업은행,천안아산역,041-567-6163~8,충남 천안시 서북구 광장로 215 (불당동),127.108518557565,36.7980985803982,정좌표
864,864,서울,금천구,IBK기업은행,가산디지털,02-2624-0581~4,서울 금천구 가산디지털1로 145 (가산동),126.881599113441,37.4781690245257,정좌표
865,865,서울,서초구,IBK기업은행,서초중앙,02-591-2615~8,서울 서초구 효령로 321 (서초동),127.019171746496,37.4861256839538,정좌표
866,866,경기,성남시,IBK기업은행,서판교,031-8017-0383~6,경기 성남시 분당구 운중로 131 (운중동),127.077764286257,37.3919435957947,정좌표
867,867,서울,마포구,IBK기업은행,공덕동,02-2174-4000~6,서울 마포구 마포대로 163 (공덕동),126.954019514804,37.5491244152794,정좌표
868,868,서울,중구,IBK기업은행,이동점포(U-IBK 2호),,서울 중구 을지로 79 (을지로2가),126.986565044546,37.5664928447001,정좌표
869,869,인천,연수구,IBK기업은행,송도GCF,032-859-4800,인천 연수구 아트센터대로 175 (송도동),126.633795190368,37.39574760132,정좌표
870,870,경남,창원시,IBK기업은행,창원상남,055-261-4163~4,경남 창원시 성산구 마디미서로 54 (상남동),128.68089221841,35.2208402313301,정좌표
871,871,광주,광산구,IBK기업은행,광주수완,062-962-6503~5,광주 광산구 장신로 140 (수완동),126.825321454625,35.190402889105,정좌표
872,872,경기,안성시,IBK기업은행,공도,031-653-4372~4,경기 안성시 공도읍 공도로 132 (만정리),127.175080308577,37.0014721967725,정좌표
873,873,경기,성남시,IBK기업은행,성남디지털,031-750-0271,"경기 성남시 중원구 갈마치로 302, 지하2층 (상대원동)",127.172580634061,37.4406289024682,정좌표
874,874,경기,광명시,IBK기업은행,광명테크노,02-6112-3004~6,"경기 광명시 하안로 60 (소하동,광명테크노파크)",126.894946611403,37.4446342817374,정좌표
875,875,경기,파주시,IBK기업은행,파주운정,031-8071-5324~6,경기 파주시 미래로 610 (와동동),126.751460440946,37.7316567621819,정좌표
876,876,서울,성북구,IBK기업은행,한성대학교(출),02-745-2611~3,서울 성북구 삼선교로16길 116 (삼선동2가),127.009925897989,37.5815173517704,정좌표
877,877,부산,수영구,IBK기업은행,남천동,051-612-1792~4,부산 수영구 수영로 410 (남천동),129.107969930655,35.1421527228319,정좌표
878,878,서울,종로구,IBK기업은행,LG광화문,02-735-6826~7,서울 종로구 새문안로 58 (신문로2가),126.971580795848,37.5692749813049,정좌표
879,879,충북,흥덕구,IBK기업은행,오송,043-234-7304,충북 청주시 흥덕구 오송읍 오송생명로 186 (연제리),127.329616273947,36.6311158534938,정좌표
880,880,경기,안양시,IBK기업은행,평촌테크노,031-426-2564~6,경기 안양시 동안구 시민대로 401 (관양동),126.975006496494,37.3968816754262,정좌표
881,881,울산,동구,IBK기업은행,동울산,052-201-3173~5,울산 동구 방어진순환도로 775 (전하동),129.430217557643,35.5109565174789,정좌표
882,882,부산,서구,IBK기업은행,동아대학교의료원(출),051-241-3942~4,부산 서구 대신공원로 26 (동대신동3가),129.018000150211,35.1193451324259,정좌표
883,883,경기,하남시,IBK기업은행,하남풍산,031-790-4072~4,경기 하남시 조정대로 150 (덕풍동),127.194669551776,37.5535252505868,정좌표
884,884,서울,강남구,IBK기업은행,강남WM센터,02-578-6911,서울 강남구 언주로 30길 21 (도곡동),127.052014011387,37.4888642219224,정좌표
885,885,경기,시흥시,IBK기업은행,시화공단WM센터,031-433-4652~3,"경기 시흥시 공단1대로 229, 2층 (정왕동)",126.727463898425,37.3370484731563,정좌표
886,886,경남,창원시,IBK기업은행,창원WM센터,055-289-1173~4,"경남 창원시 성산구 용지로 38, 2층 (중앙동)",128.674162519179,35.2198902618822,정좌표
887,887,울산,남구,IBK기업은행,울산WM센터,052-256-7951~2,"울산 남구 삼산로 205, 4층 (달동)",129.329641404592,35.5381871801136,정좌표
888,888,서울,용산구,IBK기업은행,한남동WM센터,02-3425-4033,서울 용산구 한남대로 72 (한남동),127.007055151822,37.5350656394824,정좌표
889,889,경기,시흥시,IBK기업은행,정왕동,031-433-8338,경기 시흥시 마유로 320 (정왕동),126.7346224947,37.3447533081324,정좌표
890,890,경기,양주시,IBK기업은행,양주고읍,031-856-8834~5,경기 양주시 고읍남로 6-6 (광사동),127.080121709104,37.7961966640674,정좌표
891,891,서울,강동구,IBK기업은행,강일동,02-442-6351,서울 강동구 아리수로93길 9 (강일동),127.17435022598,37.5652347066008,정좌표
892,892,경기,화성시,IBK기업은행,발안산단,031-366-0962~3,경기 화성시 향남읍 발안공단로2길 38  (하길리),126.911855759365,37.0870290252526,정좌표
893,893,경기,남양주시,IBK기업은행,마석,031-591-4673,경기 남양주시 화도읍 창현로 63 (창현리),127.304235060255,37.6454689420441,정좌표
894,894,경기,안산시,IBK기업은행,남시화,031-499-9825~9,경기 안산시 단원구 번영1로 65 (성곡동),126.738192036434,37.3183628398385,정좌표
895,895,인천,중구,IBK기업은행,인천항,032-889-1291~5,인천 중구 서해대로 296 (신흥동),126.628196420807,37.4538772786079,정좌표
896,896,경기,고양시,IBK기업은행,행신동,031-978-8591~3,경기 고양시 덕양구 행신로 266 (행신동),126.844686993725,37.618764494663,정좌표
897,897,충남,천안시,IBK기업은행,순천향대학교 천안병원(출),041-579-1391,충남 천안시 동남구 순천향6길 31 (봉명동),127.135164657231,36.8028067500932,정좌표
898,898,서울,용산구,IBK기업은행,순천향대학교 서울병원(출),02-796-9902~5,서울 용산구 대사관로 59 (한남동),127.003850490756,37.5341148122376,정좌표
899,899,경기,화성시,IBK기업은행,화성송산,"031-8047-5196,9",경기 화성시 송산면 사강로 161 (사강리),126.733934805012,37.2131858635389,정좌표
900,900,충남,보령시,IBK기업은행,대천,041-936-3140~4,충남 보령시 보령남로 17 (명천동),126.600246284934,36.343530037978,정좌표
901,901,서울,영등포구,IBK기업은행,여의도IFC,02-6137-9966,"서울 영등포구 국제금융로 10, 3층 (여의도동)",126.924876307992,37.5251769222148,정좌표
902,902,경기,안양시,IBK기업은행,평촌IT,031-463-4133~6,경기 안양시 동안구 학의로 282 (관양동),126.969136717169,37.4010648748003,정좌표
903,903,경기,성남시,IBK기업은행,판교테크노밸리,031-783-0870~1,경기 성남시 분당구 대왕판교로 660 (삼평동),127.107345034194,37.4010390081493,정좌표
904,904,경기,용인시,IBK기업은행,광교,031-261-0671~7,"경기 용인시 수지구 광교중앙로 310, 2층 (상현동)",127.069744941711,37.2976682714249,정좌표
905,905,울산,중구,IBK기업은행,울산남외동,052-293-2683~5,"울산 중구 번영로 590, 2층 (남외동)",129.346488699289,35.5689500628252,정좌표
906,906,서울,마포구,IBK기업은행,상암동,02-375-8073~7,"서울 마포구 성암로 189, 2층 (상암동)",126.897898096695,37.5767548445001,정좌표
907,907,부산,강서구,IBK기업은행,대저동,051-941-5921~5,부산 강서구 유통단지1로 76 (대저2동),128.952951105059,35.1695119833541,정좌표
908,908,세종,세종시,IBK기업은행,세종,044-868-2904~5,"세종특별자치시 한누리대로 169, 2층 (나성동)",127.261813975168,36.4802370494007,정좌표
909,909,서울,금천구,IBK기업은행,가산테크노,02-861-8851~5,서울 금천구 서부샛길 606 (가산동),126.876515306747,37.4793557121562,정좌표
910,910,경기,수원시,IBK기업은행,광교중앙,031-220-8300,"경기 수원시 영통구 센트럴타운로 15, 2층 (이의동,아이플렉스)",127.057374874337,37.2882188934578,정좌표
911,911,경북,포항시,IBK기업은행,한동대(출),054-260-6400~1,경북 포항시 북구 흥해읍 한동로 558 (남송리),129.390942477417,36.1013345330742,정좌표
912,912,전남,장성군,IBK기업은행,상무대(출),061-399-0600,"전남 장성군 삼서면 태청로 428, 사서함 75 (상무회관1층)",126.605493254654,35.2404755906724,인근좌표
913,913,경기,안산시,IBK기업은행,반월중견기업센터,031-412-0740~8,"경기 안산시 단원구 동산로 63, 2층 (원시동)",126.797269004989,37.3144322077362,정좌표
914,914,인천,남동구,IBK기업은행,남동중견기업센터,032- 810-9430,"인천 남동구 은청로 30, 2층 (고잔동)",126.696526455427,37.4056784011719,정좌표
915,915,경기,하남시,IBK기업은행,하남센텀,031-728-7601,경기도 하남시 조정대로 45 (풍산동),127.184475878951,37.5506850505344,정좌표
916,916,인천,서구,IBK기업은행,인천청라,032-590-0602,"인천 서구 청라커낼로 252 (경서동,청라롯데캐슬)",126.6452822834,37.5315434209273,정좌표
917,917,서울,중구,IBK기업은행,이동점포(U-IBK 3호),,서울 중구 을지로 79 (을지로2가),126.986565044546,37.5664928447001,정좌표
918,918,인천,서구,IBK기업은행,검단산업단지,032-569-5403,인천 서구 원당대로 87 (오류동),126.613555838126,37.594568225754,정좌표
919,919,인천,연수구,IBK기업은행,극지연구소(가변),032-830-2900,인천 연수구 송도미래로 26 (송도동),126.646653455538,37.3680578162931,정좌표
920,920,대구,동구,IBK기업은행,대구혁신도시감정원,053-980-0100~2,대구 동구 이노밸리로 291 (신서동),128.728988774432,35.8786289714471,정좌표
921,921,경기,시흥시,IBK기업은행,시화,031-389-4001,경기 시흥시 정왕천로 155 (정왕동),126.73315032901,37.3263175126967,정좌표
922,922,경기,안산시,IBK기업은행,반월성곡,031-599-2400,경기 안산시 단원구 성곡로 176 (성곡동),126.761279516419,37.3252120247572,정좌표
923,923,대구,동구,IBK기업은행,한국산업단지공단(출),053-960-3901,대구 동구 첨단로 39 (신서동),128.729549133992,35.8799440026201,정좌표
924,924,울산,중구,IBK기업은행,안전보건공단(출),052-290-0300,울산 중구 종가로 400 (북정동),129.319555820035,35.563551813109,정좌표
925,925,서울,영등포구,IBK기업은행,동여의도,02-3775-5101,서울 영등포구 국제금융로 52 (여의도동),126.929505974683,37.5227285022854,정좌표
926,926,서울,마포구,IBK기업은행,YTN(출),02-3275-9701,"서울 마포구 상암산로 76, 지하1층 (상암동, YTN뉴스퀘어) ",126.892314183096,37.5791948255035,정좌표
927,927,인천,서구,IBK기업은행,인천서부산단,032-590-5301,인천 서구 호두산로 92 (경서동),126.641707037869,37.548531255112,정좌표
928,928,경기,고양시,IBK기업은행,삼송테크노,02-3146-7301,경기 고양시 덕양구 통일로 140 (동산동),126.902166048033,37.6491291803756,정좌표
929,929,전남,나주시,IBK기업은행,나주혁신도시,061-339-0801,전라남도 나주시 빛가람로 727(빛가람동),126.791322011539,35.0215786263875,정좌표
931,931,서울,송파구,IBK기업은행,문정법조타운,02-3400-6100~1,"서울 송파구 법원로 11길 7, 2층(문정동, 현대지식산업센터)",127.11922632996,37.4853548008118,정좌표
932,932,대구,달서구,IBK기업은행,성서4차단지,053-605-5001,대구 달서구 월곡로 99길 45(월성동),128.519629833789,35.8308063507756,정좌표
933,933,서울,강서구,IBK기업은행,마곡발산역,02-2630-0801,"서울 강서구 공항대로 261, 2층 (마곡동, 발산파크프라자)?",126.836521037484,37.5591539771718,정좌표
934,934,경기,시흥시,IBK기업은행,시화MTV,031-460-8801,경기도 시흥시 시화벤처로 212 (정왕동),126.703017281221,37.3231100518462,정좌표
935,935,경기,화성시,IBK기업은행,동탄역,031-350-7871,"경기도 화성시 동탄대로 489, 2층 (우성KTX타워)",127.098263248484,37.1973593912501,정좌표
936,936,경기,안산시,IBK기업은행,반월MTV,031-8086-8401,경기도 안산시 단원구 엠티브이5로 27 (목내동),126.762368400299,37.2979577989444,정좌표
937,937,경기,성남시,IBK기업은행,위례,031-725-8901,"경기도 성남시 수정구 위례광장로 104, 2층 (창곡동)",127.141262845732,37.473051447474,정좌표
938,938,인천,서구,IBK기업은행,인천북항,032-560-6951,"인천 서구 북항로 32번안길 8, 2층 (원창동)",126.645803898112,37.5070758794555,정좌표
939,939,인천,부평구,IBK기업은행,주안공단희망,032-570-9211,인천 부평구 백범로577번길 20 1층 (십정동),126.689149957792,37.474592739531,정좌표
940,940,서울,강남구,IBK기업은행,역삼WM센터,02-2046-1071,서울 강남구 강남대로 390 2층 (역삼동),127.028579111941,37.4978407132235,정좌표
941,941,경기,고양시,IBK기업은행,일산WM센터,031-960-4710~1,경기 고양시 일산동구 중앙로 1168 (마두2동),126.778605766899,37.6513180255756,정좌표
942,942,인천,남동구,IBK기업은행,남동사랑,032-850-8801,"인천 남동구 앵고개로 448, 2층 (고잔동)",126.689627240183,37.3979855456231,정좌표
943,943,부산,강서구,IBK기업은행,미음산단,051-979-6401,부산 강서구 미음산단로 295번길 10 (미음동),128.86043257515,35.1507201209209,정좌표
944,944,부산,해운대구,IBK기업은행,부산WM센터,051-749-0601,"부산 해운대구 센텀남대로 50, 2층 (우동) ",129.131300753575,35.1681076675953,정좌표
945,945,대구,수성구,IBK기업은행,대구WM센터,053-760-0971,"대구 수성구 달구벌대로 2426, 2층 (범어동)",128.627854518983,35.8584673393435,정좌표
946,946,경기,오산시,IBK기업은행,오산기업금융,031-350-7821,"경기도 오산시 성호대로 129, 4층 (오산동",127.075956580079,37.1489987096646,정좌표
947,947,서울,구로구,IBK기업은행,구로동기업금융,02-2081-4091,"서울특별시 구로구 디지털로32길 55, 2층 (구로동)",126.898342859202,37.4839936898117,정좌표
948,948,인천,남동구,IBK기업은행,남동공단기업금융미래,032-810-9461,"인천광역시 남동구 남동대로239번길 72-19, 2층 (논현동)",126.695365628885,37.4088342708289,정좌표
949,949,경기,시흥시,IBK기업은행,시화공단기업금융,031-489-1511,"경기도 시흥시 공단1대로 229, 2층 (정왕동)",126.727463898425,37.3370484731563,정좌표
950,950,인천,남동구,IBK기업은행,남동공단기업금융비점,032-810-9481,"인천광역시 남동구 은청로 30, 2층 (고잔동)",126.696526455427,37.4056784011719,정좌표
951,951,경기,안산시,IBK기업은행,반월중앙기업금융,031-479-8881,"경기도 안산시 단원구 동산로 57, 2층 (원시동)",126.795717066082,37.3136973728008,정좌표
952,952,경기,안양시,IBK기업은행,호계동기업금융,031-479-8871,"경기도 안양시 동안구 엘에스로 92, 2층 (호계동)",126.953071827583,37.3717927541904,정좌표
953,953,경기,수원시,IBK기업은행,동수원기업금융,031-210-1851,"경기도 수원시 팔달구 권광로 213, 2층 (인계동)",127.033213429833,37.2668317568905,정좌표
954,954,경기,안양시,IBK기업은행,평촌기업금융,031-478-7781,"경기도 안양시 동안구 시민대로 290, 2층 (관양동)",126.962620814252,37.3947653179175,정좌표
955,955,경남,창원시,IBK기업은행,창원기업금융,055-260-9951,"경상남도 창원시 성산구 용지로 38, 2층 (중앙동)",128.674162519179,35.2198902618822,정좌표
956,956,대구,달서구,IBK기업은행,성서공단기업금융사랑,053-580-9321,"대구광역시 달서구 성서공단로 126, 2층",128.496488952786,35.8347453361379,정좌표
957,957,부산,강서구,IBK기업은행,녹산중앙기업금융,051-610-6941,"부산광역시 강서구 녹산산단335로 12-3, 2층 (송정동)",128.854315373243,35.0902401772022,정좌표
958,958,인천,남동구,IBK기업은행,남동2단지기업금융,032-810-9491,"인천광역시 남동구 앵고개로 526, 2층 (고잔동)",126.697222147925,37.3942843667147,정좌표
959,959,경남,김해시,IBK기업은행,김해기업금융,055-310-5411,"경상남도 김해시 김해대로 2367, 2층 (부원동)",128.88577475239,35.2270329251065,정좌표
960,960,광주,광산구,IBK기업은행,하남공단기업금융,062-610-3691,"광주광역시 광산구 하남산단8번로 169, 2층 (도천동)",126.814227400528,35.2091386101899,정좌표
961,961,경북,구미시,IBK기업은행,구미기업금융,054-460-9391,"경북 구미시 수출대로 124, 2층 (공단동)",128.37774221952,36.1105135348874,정좌표
962,962,울산,남구,IBK기업은행,울산중앙기업금융,052-220-9941,"울산광역시 남구 삼산로 205, 3층 (달동)",129.329641404592,35.5381871801136,정좌표
963,963,부산,강서구,IBK기업은행,녹산공단기업금융,051-610-6951,"부산광역시 강서구 녹산산단289로 25, 2층 (송정동)",128.848795241351,35.0915888144537,정좌표
964,964,경기,부천시,IBK기업은행,도당동기업금융,032-680-8921,"경기도 부천시 신흥로 347, 2층 (도당동)",126.774896811788,37.5146910702751,정좌표
965,965,경기,김포시,IBK기업은행,김포산단기업금융,031-999-0731,"경기도 김포시 양촌읍 황금로 117, 2층 (학운리)",126.621275254793,37.6164965601671,정좌표
966,966,경기,안산시,IBK기업은행,반월기업금융,031-599-7991,경기도 안산시 단원구 동산로 63,126.797269004989,37.3144322077362,정좌표
967,967,대구,서구,IBK기업은행,비산동기업금융,053-350-7611,"대구광역시 서구 서대구로 376-1, 2층 (비산동)",128.562707918945,35.8889954685966,정좌표
968,968,경기,시흥시,IBK기업은행,서시화기업금융,031-8085-2191,"경기도 시흥시 옥구천동로 130, 2층",126.711504981076,37.3372024185726,정좌표
969,969,부산,사상구,IBK기업은행,사상디지털밸리,051-320-5311,부산광역시 사상구 대동로 304 (감전동),128.98709374194,35.1544958899244,정좌표
970,970,대구,달서구,IBK기업은행,성서공단기업금융희망,053-580-9331,"대구광역시 달서구 성서공단로 126, 2층",128.496488952786,35.8347453361379,정좌표
971,971,경남,김해시,IBK기업은행,김해중앙기업금융,055-310-9511,"경남 김해시 내외중앙로 55, 2층 (내동)",128.866411790502,35.2350205616988,정좌표
972,972,서울,성동구,IBK기업은행,성수동기업금융,02-2094-7421,"서울특별시 성동구 연무장7길 16, 2층",127.055099004215,37.5439487967205,정좌표
973,973,강원,춘천시,농협,춘천시지부,033-248-8989,강원도 춘천시  중앙로 37 (중앙로1가  73),127.728269795361,37.8815282553465,정좌표
974,974,강원,홍천군,농협,홍천군지부,033-434-2122,강원도 홍천군 홍천읍 꽃뫼로 118 (홍천읍 신장대리 9-1),127.887013041294,37.6912272523403,정좌표
975,975,강원,횡성군,농협,횡성군지부,033-343-2812,강원도 횡성군 횡성읍 삼일로 7 (횡성읍 읍하리 107-7),127.986267913444,37.4904243597557,정좌표
976,976,강원,영월군,농협,영월군지부,033-374-2152,강원도 영월군 영월읍 중앙로 45 (영월읍 영흥리 978-1),128.468916663213,37.1842915254118,정좌표
977,977,강원,평창군,농협,평창군지부,033-332-2511,강원도 평창군 평창읍 노성로 104 (평창읍 하리 157-1),128.395836499063,37.3683239002958,정좌표
978,978,강원,정선군,농협,정선군지부,033-563-0182,강원도 정선군 정선읍 비봉로 35 (정선읍 봉양리 401-1),128.662368303895,37.381562806559,정좌표
979,979,강원,철원군,농협,철원군지부,033-452-0053,강원도 철원군 갈말읍 명성로 142 (갈말읍 신철원 971),127.308450599318,38.1441430804539,정좌표
980,980,강원,화천군,농협,화천군지부,033-442-2481,강원도 화천군 화천읍 중앙로 30 (화천읍 하리 58-1),127.707072821667,38.1032115385708,정좌표
981,981,강원,양구군,농협,양구군지부,033-481-2081,강원도 양구군 양구읍 양록길 47 (양구읍 상리 523-8),127.986728553598,38.1068707977481,정좌표
982,982,강원,인제군,농협,인제군지부,033-461-2142,강원도 인제군 인제읍 인제로 181 (인제읍 상동리 346-1),128.170686758424,38.068519576657,정좌표
983,983,강원,고성군,농협,고성군지부(강원),033-681-2081,강원도 고성군 간성읍 간성로 70 (간성읍 하리 16-1),128.467292343731,38.3796882848345,정좌표
984,984,강원,양양군,농협,양양군지부,033-671-2381,강원도  양양군 양양읍  군청길 13 (양양읍  성내리 32),128.619667216801,38.0758234366168,정좌표
985,985,강원,속초시,농협,속초시지부,033-633-2733,강원도 속초시  중앙로 165 (중앙동  468-39),128.592095817896,38.2055287785722,정좌표
986,986,강원,강릉시,농협,강릉시지부,033-641-3802,강원도 강릉시  임영로 123 (성내동  23-1),128.893056976231,37.7522853159091,정좌표
987,987,강원,삼척시,농협,삼척시지부,033-574-1202,강원도 삼척시  척주로 19 (남양동  23-5),129.166125372135,37.4442927461953,정좌표
988,988,강원,태백시,농협,태백시지부,033-552-1282,강원도 태백시  황지로 159 (황지동  40-32),128.99173678995,37.1727238712837,정좌표
989,989,강원,동해시,농협,동해시지부,033-535-2865,강원도 동해시  천곡로 98 (천곡동  843),129.115980996104,37.5234148001342,정좌표
990,990,강원,원주시,농협,원주시지부,033-730-8070,강원도 원주시  북원로 2135 (무실동  1736-1),127.929873270806,37.3371301627088,정좌표
991,991,강원,원주시,농협,서원주지점,033-762-4764,강원도 원주시  서원대로 383 (개운동   451-4),127.948568218121,37.3319915521623,정좌표
992,992,강원,정선군,농협,사북지점,033-592-5301,강원도 정선군 사북읍 사북중앙로 13-1 (사북읍 사북리 366-5),128.816307683963,37.2272105613562,정좌표
993,993,강원,동해시,농협,묵호지점,033-533-2861,강원도 동해시  발한로 233 (발한동  296-2),129.107718586671,37.5500080378431,정좌표
994,994,강원,속초시,농협,속초부영지점,033-636-6752,강원도 속초시  동해대로 4135 (조양동  1500-5),128.581962621095,38.1892564310811,정좌표
995,995,강원,춘천시,농협,춘천남지점,033-262-2872,강원도 춘천시  퇴계로 118 (퇴계동  392-53),127.732834227519,37.8605718378989,정좌표
996,996,강원,춘천시,농협,강원영업부,033-257-7876,강원도 춘천시  중앙로 105 (중앙로3가  61),127.72353348134,37.8768077358476,정좌표
997,997,강원,원주시,농협,원주원일로지점,033-737-7227,강원도 원주시  원일로 115 (일산동  51-16),127.948128301015,37.3500953457237,정좌표
998,998,강원,원주시,농협,원주남지점,033-762-5101,강원도 원주시  치악로 1793 (개운동   114-6),127.955042233108,37.3422144845309,정좌표
999,999,강원,원주시,농협,학성동지점,033-737-7001,강원도 원주시  원일로 188 (학성동  311-13),127.945564281831,37.354340354552,정좌표
1000,1000,강원,원주시,농협,북원지점,033-748-4327,강원도 원주시  북원로 2720-1 (태장2동  1365-2),127.948288085847,37.3863335306002,정좌표
